"DO NOT EDIT ANY CELL VALUES! - JUST ADD YOUR COMMENTS! (but if you edit, highlight the cell in yellow!)",,,,,,,,,,,,,,,,,,,,https://ieee-cas.org/award/outstanding-paper-awards/outstanding-young-author-award,
award_SA,record_count,award_name,award_link,individual,award_year,awardee_name,awardee_gender,gender_source,affiliation_institution,affiliation_country,affiliation_info_source,awardee_comment1,shared,awardee_profile_shown,awardee_photo_shown,awardee_comment2,awarded_paper_ref,awarded_paper_doi,checked,checker_name,checker_comment
"Biochemistry, Genetics and Molecular Biology",3,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2020,Mariana P Braga,F,name,Stockholm University,Sweden,award page,,no,no,no,,"Mariana P Braga, Michael J Landis, Sören Nylin, Niklas Janz, and Fredrik Ronquist. Bayesian Inference of Ancestral Host–Parasite Interactions under a Phylogenetic Model of Host Repertoire Evolution. Systematic Biology, November 2020. 69(6):1149–1162. https://doi.org/10.1093/sysbio/syaa019",10.1093/sysbio/syaa019,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",4,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2020,Nicolás Mongiardino Koch,M,name,Yale University,USA,award page,,no,no,no,,"Nicolás Mongiardino Koch and Luke A Parry. Death is on Our Side: Paleontological Data Drastically Modify Phylogenetic Hypotheses. Systematic Biology, November 2020. 69(6):1052-1067. https://doi.org/10.1093/sysbio/syaa023",10.1093/sysbio/syaa023,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",5,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2019,Miroslav Valan,M,name,Swedish Museum of Natural History and Stockholm University,Sweden,award page,,no,no,no,,"Miroslav Valan, Karoly Makonyi, Atsuto Maki, Dominik Vondráček, and Fredrik Ronquist. Automated Taxonomic Identification of Insects with Expert-Level Accuracy Using Effective Feature Transfer from Convolutional Networks. Systematic Biology, November 2019. 68(6):876–895. https://doi.org/10.1093/sysbio/syz014",10.1093/sysbio/syz014,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",6,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2019,Kirilee Chaplin,F,name,Museums Victoria and The University of Melbourne,Australia,award page,,no,no,no,,"Kirilee Chaplin, Joanna Sumner, Christy A Hipsley, and Jane Melville. An Integrative Approach Using Phylogenomics and High-Resolution X-Ray Computed Tomography for Species Delimitation in Cryptic Taxa. Systematic Biology, March 2020. 69(2):294-307. https://doi.org/10.1093/sysbio/syz048",10.1093/sysbio/syz048,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",7,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2018,Carolina Costa,F,name,University of Campina,Brazil,award page,,yes,no,no,,"Carolina Costa, Paula Lemos-Costa, Flavia Marquitti, Lucas Fernandes, Marlon Ramos, David Schneider, Ayana Martins, and Marcus De Aguiar. Signature of Microevolutionary Processes in Phylogenetic Patterns. Systematic  Biology, January  2019.  68(1):131–144. https://doi.org/10.1093/sysbio/syy049",10.1093/sysbio/syy049,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",8,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2018,Paula Lemos-Costa,F,name,University of Campina,Brazil,award page,,yes,no,no,,"Carolina Costa, Paula Lemos-Costa, Flavia Marquitti, Lucas Fernandes, Marlon Ramos, David Schneider, Ayana Martins, and Marcus De Aguiar. Signature of Microevolutionary Processes in Phylogenetic Patterns. Systematic  Biology, January  2019.  68(1):131–144. https://doi.org/10.1093/sysbio/syy049",10.1093/sysbio/syy049,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",9,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2018,Julien Troudet,M,name,French National Museum of Natural History,France,award page,,no,no,no,,"Julien Troudet, Régine Vignes-Lebbe, Philippe Grandcolas, and Frédéric Legendre. The Increasing Disconnection of Primary Biodiversity Data from Specimens. Systematic Biology, November 2018. 67(6):1110–1119. https://doi.org/10.1093/sysbio/syy044",10.1093/sysbio/syy044,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",10,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2017,Jacob S. Berv,M,name,Cornell University,USA,award page,,no,no,no,,"Jacob S. Berv and Daniel J. Field. Genomic Signature of an Avian Lilliput Effect across the K-Pg Extinction. Systematic Biology, January 2018. 67(1):1–13. https://doi.org/10.1093/sysbio/syx064",10.1093/sysbio/syx064,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",11,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2017,Konstantinos Angelis,M,name,University College London,UK,award page,,no,no,no,,"Konstantinos Angelis, Sandra Álvarez-Carretero, Mario Dos Reis, and Ziheng Yang. An Evaluation of Different Partitioning Strategies for Bayesian Estimation of Species Divergence Times. Systematic Biology, January 2018. 67(1):61–77. https://doi.org/10.1093/sysbio/syx061",10.1093/sysbio/syx061,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",12,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2016,Anna Kostikova,F,name,"University of Lausanne, Swiss Institute of Bioinformatics",Switzerland,award page,,no,no,no,,"Anna Kostikova, Daniele Silvestro, Peter B. Pearman, Nicolas Salamin; Bridging Inter- and Intraspecific Trait Evolution with a Hierarchical Bayesian Approach, Systematic Biology, Volume 65, Issue 3, 1 May 2016, Pages 417–431, https://doi.org/10.1093/sysbio/syw010",10.1093/sysbio/syw010,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",13,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2016,Kathryn Everson,F,name,University of Alaska Museum,USA,award page,,no,no,no,,"Kathryn M. Everson, Voahangy Soarimalala, Steven M. Goodman, Link E. Olson; Multiple Loci and Complete Taxonomic Sampling Resolve the Phylogeny and Biogeographic History of Tenrecs (Mammalia: Tenrecidae) and Reveal Higher Speciation Rates in Madagascar's Humid Forests, Systematic Biology, Volume 65, Issue 5, 1 September 2016, Pages 890–909, https://doi.org/10.1093/sysbio/syw034",10.1093/sysbio/syw034,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",14,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2015,Eric W. Goolsby,M,name,University of Georgia,USA,award page,,no,no,no,,Eric W. Goolsby; Phylogenetic Comparative Methods for Evaluating the Evolutionary History of Function-Valued Traits. Syst Biol 2015; 64 (4): 568-578. doi: 10.1093/sysbio/syv012,10.1093/sysbio/syv012,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",15,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2015,Andrea S. Meseguer,F,name,Real Jardín Botánico CSIC,Spain,award page,,no,no,no,,"Andrea S. Meseguer and others, Integrating Fossils, Phylogenies, and Niche Models into Biogeography to Reveal Ancient Evolutionary History: The Case of Hypericum (Hypericaceae), Systematic Biology, Volume 64, Issue 2, March 2015, Pages 215–232, https://doi.org/10.1093/sysbio/syu088",10.1093/sysbio/syu088,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",16,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2014,Lam si Tung Ho,M,photo,University of Wisconsin – Madison,USA,award page,,no,no,no,https://scholar.google.com/citations?user=D4rBbksAAAAJ&hl=en,"Lam si Tung Ho, Cécile Ané; A Linear-Time Algorithm for Gaussian and Non-Gaussian Trait Evolution Models. Syst Biol 2014; 63 (3): 397-408. doi: 10.1093/sysbio/syu005",10.1093/sysbio/syu005,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",17,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2014,Noah M. Reid,M,name,Louisiana State University,USA,award page,,no,no,no,,"Noah M. Reid, Sarah M. Hird, Jeremy M. Brown, Tara A. Pelletier, John D. McVay, Jordan D. Satler, Bryan C. Carstens; Poor Fit to the Multispecies Coalescent is Widely Detectable in Empirical Data. Syst Biol 2014; 63 (3): 322-333. doi: 10.1093/sysbio/syt057",10.1093/sysbio/syt057,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",18,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2013,Arley Camargo,M,name,Brigham Young University,USA,award page,,no,no,no,https://scholar.google.com.uy/citations?user=BbPdK7wAAAAJ&hl=en,"Camargo, A., L. J. Avila, M. Morando, and J. W. Sites Jr. 2012. Accuracy and Precision of Species Trees: Effects of Locus, Individual, and Base Pair Sampling on Inference of Species Trees in Lizards of the Liolaemus darwinii Group (Squamata, Liolaemidae). Syst. Biol. 61(2):272-288 doi:10.1093/sysbio/syr105",10.1093/sysbio/syr105,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",19,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2013,Felipe Zapata,M,name,University of Missouri - St. Louis,USA,award page,,no,no,no,https://scholar.google.com/citations?user=dwQ7qIcAAAAJ&hl=en,"Zapata, F. and I. Jiménez. 2012. Species Delimitation: Inferring Gaps in Morphology across Geography. Syst. Biol. 61(2):179-194 doi:10.1093/sysbio/syr084",10.1093/sysbio/syr084,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",20,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2007,Rachel Mueller,F,name,"University of California, Berkeley",USA,award page,,no,no,no,,"Mueller, R. 2006. Evolutionary Rates, Divergence Dates, and the Performance of Mitochondrial Genes in Bayesian Phylogenetic Analysis. Syst. Biol. 55(2): 289-300",10.1080/10635150500541672,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",21,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2007,Eric Schuettpelz,M,name,Duke University,USA,award page,,no,no,no,,"Schuettpelz, E. and K.M. Pryer. 2006. Reconciling Extreme Branch Length Differences: Decoupling Time and Rate through the Evolutionary History of Filmy Ferns. Syst. Biol. 55(3): 485-502.",10.1080/10635150600755438,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",22,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2006,Céline Poux,F,name,Radboud University,Netherlands,award page,,no,no,no,,"Poux,C., O. Madsen, E. Marquard, D.R. Vieites, W.W. de Jong, and M.Vences. 2005. Asynchronous Colonization of Madagascar by the Four Endemic Clades of Primates, Tenrecs, Carnivores, and Rodents as Inferred from Nuclear Genes. Syst. Biol. 54(5):719-730",10.1080/10635150500234534,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",23,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2006,Richard C. Winkwort,M,name,Yale University,USA,award page,,no,no,no,,"Winkworth, R.C., D. Bryant, P.J. Lockhart, D. Havell, and V. Moulton. 2005.Biogeographic Interpretation of Splits Graphs: Least Squares Optimization of Branch Lengths. Syst. Biol. 54(1):56-65",10.1080/10635150590906046,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",24,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2005,Alan Richard Lemmon,M,name,"The University of Texas, Austin",USA,award page,,yes,no,no,,"Lemmon A.R., and E.C. Moriarty. 2004. The Importance of Proper Model Assumption in Bayesian Phylogenetics. Syst. Biol. 53(2):265-277",10.1080/10635150490423520,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",25,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2005,Emily Claire Moriarty ,F,name,"The University of Texas, Austin",USA,award page,,yes,no,no,,"Lemmon A.R., and E.C. Moriarty. 2004. The Importance of Proper Model Assumption in Bayesian Phylogenetics. Syst. Biol. 53(2):265-277",10.1080/10635150490423520,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",26,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2005,Johan Nylander,M,name,Uppsala University,Sweden,award page,,no,no,no,,"Nylander,J.A., A.F. Ronquist, J.P. Huelsenbeck, and J.L. Nieves-Aldrey. 2004. Bayesian Phylogenetic Analysis of Combined Data. Syst. Biol. 53(1):47-67",10.1080/10635150490264699,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",27,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2004,Stéphane Aris-Brosou,M,name,"North Carolina State University, Raleigh",USA,award page,,no,no,no,,"Aris-Brosou, S. 2003. Least and Most Powerful Phylogenetic Tests to Elucidate the Origin of the Seed Plants in Presence of Conflicting Signals under Misspecified Models. Syst. Biol. 52(6):781-793",10.1093/sysbio/52.6.781,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",28,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2004,Rachel Collin,F,name,Smithsonian Tropical Research Institute,Panama,award page,,no,no,no,,"Collin, R. 2003. Phylogenetic Relationships among Calyptraeid Gastropods and their Implications for the Biogeography of Speciation. Syst.Biol. 52(5):618-640",10.1080/10635150390235430,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",29,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2003,Sérgio L. Pereira,M,name,Universidade de São Paulo,Brazil,award page,,no,no,no,,"Pereira, S. L., A.J. Baker, and A. Wajnta. 2002. Combined Nuclear and Mitochondrial DNA Sequences Resolve Generic Relationships within the Cracidae (Galliformes, Aves). Syst. Biol. 51(6):946-958",10.1080/10635150290102519,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",30,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2003,Marc A. Suchard,M,name,UCLA School of Medicine,USA,award page,,no,no,no,,"Suchard,M.A., R.E. Weiss, K.S. Dorman, and J.S. Sinsheimer. 2002. Oh Brother, Where Art Thou? A Bayes Factor Test for Recombination with Uncertain Heritage. Syst. Biol. 51(5):715-728",10.1080/10635150290102384,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",31,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2002,David Posada,M,name,Brigham Young University,USA,award page,,no,no,no,,"Posada, D. and K.A. Crandall. 2001. Selecting the Best-Fit Model of Nucleotide Substitution. Syst. Biol. 50(3): 580-601",10.1080/10635150118469,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",32,Publisher's Award for Excellence in Systematic Research,https://www.systbio.org/publishers-award.html,yes,2002,George Weiblen,M,name,Harvard University Herbaria,USA,award page,,no,no,no,,"Weiblen, G. 2001. Phylogenetic Relationships of Fig Wasps Pollinating Functionally Dioecious Ficus Based on Mitochondrial DNA Sequences and Morphology. Syst. Biol. 50(2): 243-267.",10.1093/sysbio/50.2.243,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",1,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2022,Margarita Takou,F,name,University of Cologne,Germany,article,MBE winner,no,no,no,,"Takou M, Hämälä T, Koch EM, Steige KA, Dittberner H, Yant L, Genete M, Sunyaev S, Castric V, Vekemans X, Savolainen O, Meaux J. Maintenance of Adaptive Dynamics and No Detectable Load in a Range-Edge Outcrossing Plant Population. Mol Biol Evol. 2021 May 4;38(5):1820-1836. doi: 10.1093/molbev/msaa322",10.1093/molbev/msaa322,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",2,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2022,Michael Goldberg,M,name,University of Washington,USA,article,GBE winner,yes,no,no,,"Goldberg ME, Harris K. Mutational Signatures of Replication Timing and Epigenetic Modification Persist through the Global Divergence of Mutation Spectra across the Great Ape Phylogeny. Genome Biol Evol. 2022 Jan 4;14(1):evab104. doi: 10.1093/gbe/evab104",10.1093/gbe/evab104,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",3,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2022,Kelley Harris,F,name,"Fred Hutchinson Cancer Center, Seattle",USA,article,GBE winner,yes,no,no,,"Goldberg ME, Harris K. Mutational Signatures of Replication Timing and Epigenetic Modification Persist through the Global Divergence of Mutation Spectra across the Great Ape Phylogeny. Genome Biol Evol. 2022 Jan 4;14(1):evab104. doi: 10.1093/gbe/evab104",10.1093/gbe/evab104,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",4,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2021,Jana Helsen,F,name,"CMPG, KU Leuven",Belgium,article,MBE winner,no,no,no,,"Helsen J, Voordeckers K, Vanderwaeren L, Santermans T, Tsontaki M, Verstrepen KJ, Jelier R. Gene Loss Predictably Drives Evolutionary Adaptation. Mol Biol Evol. 2020 Oct 1;37(10):2989-3002. doi: 10.1093/molbev/msaa172",10.1093/molbev/msaa172,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",5,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2021,Tiffany Batarseh,F,name,UC Irvine,USA,article,GBE winner,no,no,no,,"Batarseh TN, Hug SM, Batarseh SN, Gaut BS. Genetic Mutations That Drive Evolutionary Rescue to Lethal Temperature in Escherichia coli. Genome Biol Evol. 2020 Nov 3;12(11):2029-2044. doi: 10.1093/gbe/evaa174",10.1093/gbe/evaa174,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",6,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2020,Ayush S Saxena,M,name,University of Florida,USA,article,MBE winner,no,no,no,,"Saxena AS, Salomon MP, Matsuba C, Yeh SD, Baer CF. Evolution of the Mutational Process under Relaxed Selection in Caenorhabditis elegans. Mol Biol Evol. 2019 Feb 1;36(2):239-251. doi: 10.1093/molbev/msy213",10.1093/molbev/msy213,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",7,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2020,Ping-Lin Cao,M,name,Tohoku University,Japan,article,GBE winner,no,no,no,,"Cao PL, Kumagai N, Inoue T, Agata K, Makino T. JmjC Domain-Encoding Genes Are Conserved in Highly Regenerative Metazoans and Are Associated with Planarian Whole-Body Regeneration. Genome Biol Evol. 2019 Feb 1;11(2):552-564. doi: 10.1093/gbe/evz021",10.1093/gbe/evz021,Yes,Upama Aich,new institute: Zhejiang Ocean University
"Biochemistry, Genetics and Molecular Biology",8,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2019,Jean Cury,M,photo,"Institut Pasteur, Paris",France,article,MBE winner,no,no,no,https://research.pasteur.fr/en/member/jean-cury/,"Cury J, Oliveira PH, de la Cruz F, Rocha EPC. Host Range and Genetic Plasticity Explain the Coexistence of Integrative and Extrachromosomal Mobile Genetic Elements. Mol Biol Evol. 2018 Sep 1;35(9):2230-2239. doi: 10.1093/molbev/msy123",10.1093/molbev/msy123,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",9,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2019,Bárbara D. Bitarello,F,name,University of São Paulo,Brazil,article,GBE winner,no,no,no,,"Bitarello BD, de Filippo C, Teixeira JC, Schmidt JM, Kleinert P, Meyer D, Andrés AM. Signatures of Long-Term Balancing Selection in Human Genomes. Genome Biol Evol. 2018 Mar 1;10(3):939-955. doi: 10.1093/gbe/evy054",10.1093/gbe/evy054,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",10,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2018,Rémi Allio,M,name,"Univ. Montpellier, CNRS",France,article,MBE winner,no,no,no,https://scholar.google.com/citations?user=_RnLrZgAAAAJ&hl=en,"Allio R, Donega S, Galtier N, Nabholz B. Large Variation in the Ratio of Mitochondrial to Nuclear Mutation Rate across Animals: Implications for Genetic Diversity and the Use of Mitochondrial DNA as a Molecular Marker. Mol Biol Evol. 2017 Nov 1;34(11):2762-2772. doi: 10.1093/molbev/msx197",10.1093/molbev/msx197,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",11,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2018,Philipp Brand,M,name,"University of California, Davis",USA,article,GBE winner,no,no,no,,"Brand P, Ramírez SR. The Evolutionary Dynamics of the Odorant Receptor Gene Family in Corbiculate Bees. Genome Biol Evol. 2017 Aug 1;9(8):2023-2036. doi: 10.1093/gbe/evx149.",10.1093/gbe/evx149.,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",12,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2017,Alejandra Rodríguez-Verdugo,F,name,"University of California, Irvine",USA,article,MBE winner,no,no,no,,"Rodríguez-Verdugo A, Tenaillon O, Gaut BS. First-Step Mutations during Adaptation Restore the Expression of Hundreds of Genes. Mol Biol Evol. 2016 Jan;33(1):25-39. doi: 10.1093/molbev/msv228",10.1093/molbev/msv228,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",13,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2017,Anouk Willemsen,F,name,Universidad Politécnica de Valencia,Spain,article,GBE winner,no,no,no,,"Willemsen A, Zwart MP, Higueras P, Sardanyés J, Elena SF. Predicting the Stability of Homologous Gene Duplications in a Plant RNA Virus. Genome Biol Evol. 2016 Oct 12;8(9):3065-3082. doi: 10.1093/gbe/evw219",10.1093/gbe/evw219,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",14,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2016,Emily Clare Baker,F,name,Wisconsin Energy Institute,USA,article,MBE winner,no,no,no,,"Baker E, Wang B, Bellora N, Peris D, Hulfachor AB, Koshalek JA, Adams M, Libkind D, Hittinger CT. The Genome Sequence of Saccharomyces eubayanus and the Domestication of Lager-Brewing Yeasts. Mol Biol Evol. 2015 Nov;32(11):2818-31. doi: 10.1093/molbev/msv168",10.1093/molbev/msv168,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",15,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2016,Daniel Tamarit,M,name,Uppsala University,Sweden,article,GBE winner,yes,no,no,,"Tamarit D, Ellegaard KM, Wikander J, Olofsson T, Vásquez A, Andersson SG. Functionally Structured Genomes in Lactobacillus kunkeei Colonizing the Honey Crop and Food Products of Honeybees and Stingless Bees. Genome Biol Evol. 2015 May 6;7(6):1455-73. doi: 10.1093/gbe/evv079",10.1093/gbe/evv079,Yes,Upama Aich,
"Biochemistry, Genetics and Molecular Biology",16,Society for Molecular Biology and Evolution Best Graduate Student Paper,https://www.smbe.org/smbe/AWARDS/StudentandPostdoctoralFellowAwards/BestGraduateStudentPaperAward.aspx,yes,2016,Kirsten Ellegaard,F,name,Uppsala University,Sweden,article,GBE winner,yes,no,no,,"Tamarit D, Ellegaard KM, Wikander J, Olofsson T, Vásquez A, Andersson SG. Functionally Structured Genomes in Lactobacillus kunkeei Colonizing the Honey Crop and Food Products of Honeybees and Stingless Bees. Genome Biol Evol. 2015 May 6;7(6):1455-73. doi: 10.1093/gbe/evv079",10.1093/gbe/evv079,Yes,Upama Aich,
Chemical Engineering,1,Case Studies in Chemical and Environmental Engineering Best Paper Award,https://www.sciencedirect.com/journal/case-studies-in-chemical-and-environmental-engineering/about/news,yes,2022,Rania Hamza,F,name,"Ryerson University, Toronto",Canada,article,corresponding author listed,no,no,no,,"Rania Hamza, Anahita Rabii, Fatima-zahra Ezzahraoui, Guillian Morgan, Oliver Terna Iorhemen, A review of the state of development of aerobic granular sludge technology over the last 20 years: Full-scale applications and resource recovery, Case Studies in Chemical and Environmental Engineering, Volume 5, 2022,100173, https://doi.org/10.1016/j.cscee.2021.100173.",10.1016/j.cscee.2021.100173,yes,Joshua Reilly (Wang),
Chemical Engineering,2,Case Studies in Chemical and Environmental Engineering Best Paper Award,https://www.sciencedirect.com/journal/case-studies-in-chemical-and-environmental-engineering/about/news,yes,2022,Vincenzo Naddeo,M,name,University of Salerno,Italy,article,corresponding author listed,no,no,no,,"Mary Vermi Aizza Corpuz, Antonio Buonerba, Tiziano Zarra, Shadi W. Hasan, Gregory V. Korshin, Vincenzo Belgiorno, Vincenzo Naddeo, Advances in virus detection methods for wastewater-based epidemiological applications, Case Studies in Chemical and Environmental Engineering, Volume 6, 2022, 100238, ISSN 2666-0164, https://doi.org/10.1016/j.cscee.2022.100238.",10.1016/j.cscee.2022.100238,yes,Joshua Reilly (Wang),
Chemical Engineering,3,Case Studies in Chemical and Environmental Engineering Best Paper Award,https://www.sciencedirect.com/journal/case-studies-in-chemical-and-environmental-engineering/about/news,yes,2022,Hung Cong Duong,M,name,Le Quy Don Technical University,Vietnam,article,corresponding author listed,yes,no,no,,"Hung Cong Duong, Lan Thi Thu Tran, Hoa Thi Truong, Bart Nelemans, Seawater membrane distillation desalination for potable water provision on remote islands − A case study in Vietnam, Case Studies in Chemical and Environmental Engineering, Volume 4, 2021, 100110, ISSN 2666-0164,  ttps://doi.org/10.1016/j.cscee.2021.100110.",10.1016/j.cscee.2021.100110,yes,Joshua Reilly (Wang),
Chemical Engineering,4,Case Studies in Chemical and Environmental Engineering Best Paper Award,https://www.sciencedirect.com/journal/case-studies-in-chemical-and-environmental-engineering/about/news,yes,2022,Sheng Chang,M,photo,"University of Guelph, Guelph",Canada,article,corresponding author listed,no,no,no,https://www.uoguelph.ca/engineering/people/sheng-chang-phd-p-eng,"Yi Liu, Bei Wang, Vince Pileggi, Sheng Chang, Methods to recover and characterize microplastics in wastewater treatment plants, Case Studies in Chemical and Environmental Engineering, Volume 5, 2022, 100183, ISSN 2666-0164, https://doi.org/10.1016/j.cscee.2022.100183.",10.1016/j.cscee.2022.100183,yes,Joshua Reilly (Wang),
